somecash,True,2019-06-05 15:58:00,3.602,TEUM nothing has changed here amateurs No reason to sell This is how the rich get richer
JohnnyOntheSpot,,2019-06-05 10:16:00,3.855,TEUM hourly and daily charts are oversolddoes anyone have weekly I cant check on my phone at work
A_Warr_Is_Coming,,2019-06-05 10:15:00,3.855,TEUM they are aiming to trigger stop losses This could drop more if it drops below 37
cwt72,True,2019-06-05 10:14:00,3.86,TEUM Shorts desperately trying to bring it down below the trend line I think that they are scared This is about to blow up
DJEuphoria,True,2019-06-05 10:11:00,3.882,TEUM HODL Still holding the bottom trend line on the daily Level 2 spoofing in full effect Time to double the position
yardenz,True,2019-06-05 10:11:00,3.882,TEUM know what you own
Spilatch,,2019-06-05 10:10:00,3.868,TEUM get your rally caps on
oneworld82,,2019-06-05 10:09:00,3.855,TEUM annoyed I have no funds to add at the moment
jrshoops,True,2019-06-05 10:08:00,3.847,TEUM weak bulls
Grobian5000,True,2019-06-05 10:05:00,3.855,TEUM New bastards showing up
A_Warr_Is_Coming,,2019-06-05 10:04:00,3.865,TEUM yawn
Arlan1,,2019-06-05 10:03:00,3.875,TEUM supposed to be 6 by now
nmezzie,,2019-06-05 10:02:00,3.875,TEUM lol to the fake news crowd on here I love teum but that doesnt stop me from being critical or asking questions Some people are overly bullishbearish bunch of fools
PotStockScott,,2019-06-05 10:02:00,3.875,TEUM Took some roku profits and put here for this sale
CR7prt,True,2019-06-05 10:02:00,3.875,TEUM hahahaha snatches
Roanna,True,2019-06-05 10:01:00,3.885,TEUM DANG it I just missed buying the bottom of that dip Grr
TuSevun,,2019-06-05 10:01:00,3.885,TEUM at 375 Time to move up
lhollemoney1,True,2019-06-05 10:01:00,3.885,TEUM hey my 375 filled
TuSevun,,2019-06-05 10:00:00,3.881,TEUM double bottom t 375
TheMountainThatRidez,,2019-06-05 10:00:00,3.881,TEUM had to be a big short cover there
JohnnyOntheSpot,,2019-06-05 10:00:00,3.881,TEUM the support is strong with this one
PatDadBack,True,2019-06-05 10:00:00,3.881,TEUM gonna have me so caked up in 2020
Biotechfan,True,2019-06-05 10:00:00,3.881,TEUM discount double check
bullbreak,,2019-06-05 10:00:00,3.881,TEUM hopefully thats our spring
marketpro11983,False,2019-06-05 10:00:00,3.881,TEUM i would like to thank each of you for crying enough to make me stay around and call this perfectly 001 off my first target for huge gains Easiest short of my life Way to go pumpers for giving me good price to short from What a POS
Hotsiszle,True,2019-06-05 09:59:00,3.86,TEUM comedians
iphawk,,2019-06-05 09:59:00,3.86,TEUM looking like a waterfall dump under 300 could happen any second Stock acting terribly Wonder if there is bad news on the way
ClintEasyWood,True,2019-06-05 09:59:00,3.86,TEUM was down 20 before I can do it again lol i Think its time for less tech stocks for me
Hotsiszle,True,2019-06-05 09:59:00,3.86,TEUM who sold at the bottom
KitCat,,2019-06-05 09:59:00,3.86,TEUM what u need to do is buy and keep buy and keep
FiveLitersofFury,True,2019-06-05 09:59:00,3.86,TEUM BTFD
Grobian5000,True,2019-06-05 09:59:00,3.86,TEUM Volume picking up
EverGreenTrader,True,2019-06-05 09:58:00,3.827,TEUM yea I bought this morning at 398
wsearch,,2019-06-05 09:58:00,3.827,TEUM wait for bio polar clown turn bearish and then enter
doernte,,2019-06-05 09:57:00,3.832,TEUM load up before it goes
Grobian5000,,2019-06-05 09:57:00,3.832,TEUM Added at 377
cwt72,True,2019-06-05 09:57:00,3.832,TEUM upside correction on deck Just games Fundamentals are solid
shockexchange101,,2019-06-05 09:54:00,3.77,TEUM Save yourselves some money and FOLLOW me
alo70,,2019-06-05 09:54:00,3.77,TEUM NSDQ finger on the scale plz
Spilatch,,2019-06-05 09:53:00,3.777,TEUM I can just imagine the trade reversal gloating
SHMONEYGANG,True,2019-06-05 09:53:00,3.777,TEUM please bounce
nmezzie,,2019-06-05 09:53:00,3.777,TEUM does anyone know why McCarthy and Bozzo resigned from their positions
Matty_Buffalo_Benj,True,2019-06-05 09:53:00,3.777,TEUM most of the market headed south
TheMarathonContinues,,2019-06-05 09:52:00,3.79,TEUM stop loss activated sad face
investtwin,True,2019-06-05 09:52:00,3.79,TEUM buying time
defenderdefender,,2019-06-05 09:51:00,3.8,TEUM doubled my position at 379
shockexchange101,,2019-06-05 09:51:00,3.8,TEUM I told you guys yesterday the stock wasnt acting well
ImEitherRightOrWrong,,2019-06-05 09:50:00,3.804,TEUM I gotta say even as someone who was bearish while it was at 490 I didnt expect it to drop below 380 any time soon Very odd
frankjohnson123,,2019-06-05 09:50:00,3.804,TEUM what gives Hmm
LoveBull,,2019-06-05 09:50:00,3.804,TEUM Folks are pissed as it didnt perform well on a super awesome yesterday lol
marketpro11983,False,2019-06-05 09:49:00,3.82,TEUM what a POS stock
Mr_Joshua,,2019-06-05 09:49:00,3.82,TEUM
DJEuphoria,True,2019-06-05 09:49:00,3.82,TEUM 5 down when the market is green 10 down when the market is hammered I cant figure this price action out Thats why I would make a terrible day trader Long and Strong till 2021
SHMONEYGANG,,2019-06-05 09:49:00,3.82,TEUM heart breakerbig bag
TurdHal,,2019-06-05 09:49:00,3.82,TEUM just grabbed some at 382 I will have the last laugh Just chilling out now
bttrader1007,True,2019-06-05 09:49:00,3.82,TEUM saw this coming premarket and just checking now Shit
DJEuphoria,True,2019-06-05 09:48:00,3.84,TEUM That morning dip is a hellacious shake out
PatDadBack,,2019-06-05 09:48:00,3.84,TEUM you know Im getting me some
TheMountainThatRidez,,2019-06-05 09:47:00,3.82,TEUM fuck my 375 didnt fill
donkey_fundler01,True,2019-06-05 09:47:00,3.82,TEUM I have to admit no idea what to make of this nonsense price action
marketpro11983,,2019-06-05 09:47:00,3.82,TEUM and I covered most for now Ill re add on the break of 350 Thank you folks for all of your love and support This was so fun
mikerohansr,,2019-06-05 09:47:00,3.82,TEUM impressive
skysaber,True,2019-06-05 09:47:00,3.82,TEUM ouch
cwt72,True,2019-06-05 09:47:00,3.82,TEUM Back to 4 eod
Hurricanes43,,2019-06-05 09:46:00,3.763,TEUM Weeeeee Weeeeeeee This ride is awesome No One Knows Anything
Nanda9,,2019-06-05 09:46:00,3.763,TEUM i sold this fucking shit for the loss of 4000
LOLOLOLOLOLOLOLOLOLOLOL,,2019-06-05 09:46:00,3.763,TEUM Airtoken selloff is hammering this stock Gotta enable more blockchain processing in the cloud Need TRXX too
cwt72,True,2019-06-05 09:45:00,3.813,TEUM lol They a running folks out Got some big tute orders to fill
FluffsTravels,,2019-06-05 09:45:00,3.813,TEUM what happened Leaked nudes of Hal
alo70,False,2019-06-05 09:45:00,3.813,TEUM GTC looking better cant fight the tape
Ironkill125,True,2019-06-05 09:45:00,3.813,TEUM trying to catch a bid at 372
LoveBull,,2019-06-05 09:45:00,3.813,TEUM stop losses getting hit badly lol
HopefulAgain,,2019-06-05 09:45:00,3.813,TEUM Im going to be blunt and honest I am totally jealous of those who have the extra money to be buying this stock at this price Im stuck holding the bag Again
Nanda9,,2019-06-05 09:44:00,3.816,TEUM what the fuck
DJEuphoria,,2019-06-05 09:44:00,3.816,TEUM I absolutely HATE this price action
Spilatch,,2019-06-05 09:44:00,3.816,TEUM biggest mistake ever finding ST I would not be looking at this shit nearly as much
Zweaver6,True,2019-06-05 09:44:00,3.816,TEUM got some 385s
nmezzie,,2019-06-05 09:43:00,3.871,TEUM how can we not hold 4 dollars a share Fucking pathetic
marketpro11983,,2019-06-05 09:43:00,3.871,TEUM I love this stock and how its been tanking for 2 moths 375 dont hold its on to 350 then 1 buy the dip
cwt72,True,2019-06-05 09:43:00,3.871,TEUM This is going to spring up so hard Dont let them take your shares
pleasing,,2019-06-05 09:42:00,3.89,TEUM failed to get back above the wedge might bleed for a while unfortunately
LOLOLOLOLOLOLOLOLOLOLOL,,2019-06-05 09:41:00,3.856,TEUM Regroup around 35 Lower end of the channel Then load
JohnnyOntheSpot,,2019-06-05 09:41:00,3.856,TEUM support around 382 Could wick around 3723 Below that then new lows No bueno
Matty_Buffalo_Benj,True,2019-06-05 09:41:00,3.856,TEUM
Grobian5000,True,2019-06-05 09:40:00,3.881,TEUM Better to invest in trash Its more popular and there is always high demand
alo70,False,2019-06-05 09:39:00,3.913,TEUM broken
nmezzie,,2019-06-05 09:39:00,3.913,TEUM being under 4 is garbage
jbalboni,,2019-06-05 09:38:00,3.89,TEUM Pat whoever you are where ever you are you must be proud of this performance
kevkeg,True,2019-06-05 09:38:00,3.89,TEUM Morning dippppp
ngigllc,,2019-06-05 09:37:00,3.904,TEUM 388
mikerohansr,,2019-06-05 09:36:00,3.94,TEUM almost comical
Spilatch,,2019-06-05 09:34:00,3.975,TEUM did the market open or what ha
TheMountainThatRidez,,2019-06-05 09:31:00,3.991,TEUM 41k volume is super super low Idk if thats good or bad haha
